date,adjpoll_clinton,adjpoll_trump,Music_LeftTroll,Music_RightTroll,Movies_LeftTroll,Movies_RightTroll,Sport_LeftTroll,Sport_RightTroll,Trump_LeftTroll,Trump_RightTroll,Hillary_LeftTroll,Hillary_RightTroll,Hacking_LeftTroll,Hacking_RightTroll,Sanders_LeftTroll,Sanders_RightTroll,Obama_LeftTroll,Obama_RightTroll,Election_LeftTroll,Election_RightTroll,Voter_LeftTroll,Voter_RightTroll,Healthcare_LeftTroll,Healthcare_RightTroll,Gouvernment_LeftTroll,Gouvernment_RightTroll,Religion_LeftTroll,Religion_RightTroll,Conservative_LeftTroll,Conservative_RightTroll,Liberal_LeftTroll,Liberal_RightTroll,Gun_LeftTroll,Gun_RightTroll,Terrorism_LeftTroll,Terrorism_RightTroll,Fear_LeftTroll,Fear_RightTroll,BlackLivesMatter_LeftTroll,BlackLivesMatter_RightTroll,MeToo_LeftTroll,MeToo_RightTroll,FakeNews_LeftTroll,FakeNews_RightTroll,News_LeftTroll,News_RightTroll,Scandal_LeftTroll,Scandal_RightTroll,Economy_LeftTroll,Economy_RightTroll
2016-06-15,45.10157242063492,37.291562460317536,4.0,0.0,3.0,0.0,1.0,0.0,2.0,18.0,0.0,18.0,0.0,2.0,0.0,9.0,1.0,15.0,1.0,9.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,37.0,2.0,2.0,0.0,7.0,2.0,16.0,17.0,23.0,3.0,2.0,58.0,5.0,5.0,11.0,0.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0
2016-06-16,45.718342261904766,38.27064023809532,46.0,0.0,26.0,0.0,1.0,0.0,26.0,23.0,6.0,26.0,5.0,1.0,0.0,7.0,6.0,19.0,41.0,22.0,4.0,8.0,5.0,1.0,37.0,3.0,28.0,40.0,1.0,15.0,25.0,22.0,38.0,27.0,103.0,28.0,36.0,1.0,94.0,19.0,23.0,6.0,4.0,2.0,23.0,2.0,1.0,1.0,21.0,4.0
2016-06-17,46.12482932539683,38.59536126984135,35.0,0.0,21.0,0.0,21.0,0.0,81.0,17.0,14.0,12.0,9.0,1.0,6.0,2.0,16.0,2.0,45.0,8.0,7.0,5.0,7.0,1.0,15.0,0.0,18.0,10.0,15.0,9.0,31.0,7.0,29.0,8.0,106.0,9.0,35.0,0.0,456.0,4.0,39.0,6.0,22.0,4.0,34.0,3.0,7.0,3.0,22.0,0.0
2016-06-18,46.74631265873016,39.21906103174611,3.0,0.0,2.0,0.0,1.0,0.0,1.0,8.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,27.0,0.0,5.0,1.0,9.0,5.0,6.0,12.0,14.0,0.0,2.0,51.0,7.0,7.0,6.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0
2016-06-19,46.475440277777786,40.23925849206357,0.0,3.0,1.0,0.0,0.0,0.0,2.0,21.0,0.0,37.0,0.0,5.0,0.0,5.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,37.0,0.0,12.0,0.0,11.0,0.0,19.0,10.0,10.0,0.0,1.0,35.0,7.0,3.0,9.0,4.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0
2016-06-20,46.703078015873025,40.37524384920642,44.0,7.0,26.0,0.0,45.0,0.0,171.0,21.0,17.0,50.0,1.0,6.0,5.0,16.0,11.0,23.0,116.0,28.0,28.0,4.0,6.0,5.0,21.0,7.0,31.0,60.0,15.0,40.0,14.0,30.0,47.0,33.0,68.0,59.0,8.0,5.0,468.0,6.0,38.0,16.0,14.0,9.0,46.0,15.0,18.0,2.0,19.0,1.0
2016-06-21,46.518100079365084,40.405907738095316,19.0,0.0,0.0,6.0,27.0,0.0,144.0,18.0,61.0,24.0,0.0,8.0,0.0,2.0,10.0,8.0,69.0,5.0,21.0,2.0,9.0,2.0,15.0,2.0,16.0,23.0,8.0,4.0,5.0,8.0,13.0,9.0,70.0,11.0,10.0,0.0,99.0,2.0,13.0,5.0,7.0,7.0,31.0,1.0,10.0,2.0,19.0,0.0
2016-06-22,46.67711400793651,39.89321845238103,2.0,1.0,3.0,0.0,1.0,1.0,0.0,15.0,0.0,13.0,0.0,1.0,0.0,3.0,0.0,8.0,4.0,14.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,21.0,3.0,9.0,2.0,17.0,4.0,8.0,12.0,11.0,1.0,1.0,51.0,3.0,1.0,5.0,1.0,4.0,8.0,11.0,0.0,2.0,2.0,2.0
2016-06-23,46.69117630952381,39.46062448412706,3.0,3.0,2.0,0.0,0.0,0.0,1.0,23.0,0.0,23.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,32.0,0.0,19.0,1.0,1.0,2.0,5.0,2.0,19.0,1.0,15.0,1.0,23.0,1.0,14.0,9.0,9.0,0.0,0.0,42.0,6.0,10.0,3.0,4.0,8.0,1.0,9.0,0.0,6.0,0.0,4.0
2016-06-24,46.05473678571428,39.51760412698421,43.0,0.0,7.0,0.0,0.0,0.0,5.0,27.0,6.0,36.0,1.0,1.0,16.0,12.0,0.0,8.0,62.0,76.0,55.0,68.0,1.0,3.0,12.0,3.0,8.0,20.0,6.0,8.0,6.0,14.0,10.0,9.0,11.0,9.0,20.0,1.0,89.0,2.0,4.0,5.0,1.0,3.0,13.0,5.0,3.0,1.0,28.0,0.0
2016-06-25,45.98779845238095,38.909019603174684,62.0,0.0,12.0,0.0,7.0,0.0,67.0,32.0,13.0,30.0,24.0,3.0,16.0,3.0,0.0,5.0,59.0,14.0,26.0,9.0,11.0,0.0,6.0,3.0,12.0,17.0,13.0,7.0,31.0,9.0,14.0,7.0,34.0,13.0,14.0,3.0,173.0,3.0,7.0,8.0,7.0,2.0,20.0,5.0,7.0,5.0,7.0,1.0
2016-06-26,45.96908353174603,38.7320726190477,11.0,1.0,0.0,1.0,0.0,1.0,1.0,16.0,1.0,11.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,7.0,5.0,1.0,3.0,3.0,0.0,0.0,69.0,2.0,1.0,9.0,1.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0
2016-06-27,46.00999353174603,39.26021369047627,11.0,2.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,38.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,15.0,1.0,6.0,0.0,0.0,2.0,3.0,0.0,23.0,0.0,6.0,0.0,12.0,0.0,9.0,2.0,13.0,1.0,1.0,37.0,6.0,6.0,4.0,1.0,6.0,2.0,7.0,1.0,4.0,0.0,1.0
2016-06-28,45.713564960317456,39.620113293650874,22.0,1.0,6.0,2.0,12.0,0.0,44.0,29.0,12.0,51.0,9.0,3.0,5.0,6.0,6.0,13.0,75.0,17.0,17.0,11.0,5.0,2.0,40.0,0.0,13.0,33.0,7.0,3.0,44.0,13.0,0.0,1.0,17.0,22.0,16.0,0.0,129.0,4.0,16.0,10.0,7.0,8.0,33.0,10.0,5.0,3.0,22.0,2.0
2016-06-29,45.6285821031746,39.845084722222296,41.0,2.0,31.0,1.0,11.0,3.0,64.0,26.0,49.0,14.0,0.0,0.0,6.0,1.0,8.0,10.0,63.0,24.0,39.0,8.0,4.0,0.0,24.0,2.0,40.0,24.0,29.0,3.0,27.0,21.0,64.0,1.0,103.0,9.0,10.0,2.0,201.0,12.0,29.0,10.0,3.0,1.0,29.0,4.0,19.0,1.0,20.0,2.0
2016-06-30,45.143730753968256,40.358735833333405,4.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,1.0,15.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,7.0,0.0,6.0,0.0,1.0,3.0,0.0,7.0,9.0,2.0,8.0,0.0,5.0,4.0,2.0,14.0,6.0,4.0,0.0,87.0,4.0,19.0,2.0,6.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0
2016-07-01,45.23619242063493,40.01237452380959,0.0,0.0,3.0,0.0,0.0,1.0,3.0,17.0,1.0,22.0,1.0,1.0,0.0,1.0,1.0,10.0,1.0,12.0,1.0,7.0,0.0,0.0,2.0,1.0,2.0,23.0,0.0,15.0,0.0,13.0,1.0,3.0,4.0,17.0,0.0,1.0,32.0,8.0,3.0,7.0,1.0,10.0,2.0,9.0,1.0,1.0,0.0,2.0
2016-07-02,45.08838765873016,40.51616619047626,6.0,1.0,2.0,0.0,0.0,0.0,1.0,31.0,0.0,48.0,0.0,4.0,0.0,7.0,0.0,14.0,0.0,17.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,5.0,0.0,14.0,1.0,5.0,6.0,13.0,0.0,0.0,26.0,5.0,5.0,8.0,0.0,3.0,0.0,6.0,0.0,1.0,1.0,0.0
2016-07-03,45.447673531746034,40.32967285714293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,15.0,0.0,3.0,0.0,2.0,1.0,4.0,0.0,8.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,16.0,1.0,11.0,0.0,8.0,1.0,9.0,13.0,13.0,2.0,1.0,47.0,4.0,4.0,6.0,3.0,2.0,4.0,6.0,0.0,0.0,0.0,3.0
2016-07-04,45.07425857142857,39.94051500000007,0.0,1.0,5.0,1.0,3.0,0.0,0.0,7.0,0.0,11.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,4.0,1.0,4.0,0.0,1.0,1.0,6.0,9.0,6.0,1.0,6.0,0.0,5.0,5.0,3.0,8.0,3.0,2.0,0.0,52.0,3.0,6.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0
2016-07-05,45.17103628571429,39.94121515873024,1.0,1.0,1.0,0.0,1.0,0.0,0.0,29.0,2.0,45.0,0.0,4.0,0.0,3.0,0.0,9.0,2.0,14.0,0.0,8.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,12.0,2.0,11.0,2.0,2.0,5.0,11.0,1.0,4.0,27.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0
2016-07-06,45.022035333333335,40.23117896825404,2.0,0.0,0.0,0.0,0.0,1.0,4.0,32.0,28.0,55.0,0.0,3.0,0.0,5.0,1.0,12.0,3.0,17.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,16.0,1.0,10.0,1.0,16.0,9.0,8.0,21.0,4.0,1.0,0.0,72.0,21.0,0.0,10.0,1.0,3.0,9.0,5.0,0.0,1.0,0.0,0.0
2016-07-07,45.02368239682539,39.69654309523817,27.0,4.0,19.0,7.0,19.0,0.0,49.0,57.0,20.0,106.0,8.0,5.0,9.0,4.0,1.0,6.0,13.0,25.0,7.0,6.0,17.0,0.0,13.0,6.0,14.0,18.0,20.0,23.0,6.0,17.0,72.0,12.0,188.0,28.0,35.0,8.0,1746.0,23.0,25.0,13.0,19.0,5.0,48.0,7.0,4.0,5.0,3.0,0.0
2016-07-08,44.81453306349206,40.06532919047627,1.0,1.0,1.0,0.0,0.0,0.0,4.0,17.0,0.0,14.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,5.0,0.0,3.0,0.0,0.0,5.0,2.0,13.0,12.0,0.0,5.0,0.0,3.0,2.0,12.0,28.0,30.0,5.0,1.0,72.0,35.0,3.0,5.0,1.0,6.0,4.0,8.0,1.0,1.0,1.0,0.0
2016-07-09,44.67623896825397,39.97150647619055,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,30.0,0.0,4.0,0.0,4.0,0.0,16.0,0.0,14.0,0.0,6.0,0.0,0.0,1.0,1.0,4.0,6.0,0.0,5.0,0.0,10.0,3.0,8.0,11.0,15.0,0.0,2.0,58.0,52.0,1.0,2.0,0.0,6.0,1.0,5.0,0.0,2.0,0.0,2.0
2016-07-10,44.37428277777777,39.95387076190484,1.0,2.0,1.0,0.0,2.0,0.0,6.0,20.0,0.0,18.0,0.0,2.0,0.0,1.0,0.0,21.0,1.0,5.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,3.0,5.0,1.0,16.0,15.0,0.0,0.0,118.0,55.0,7.0,3.0,8.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0
2016-07-11,44.44779195238095,39.84674342857151,6.0,12.0,2.0,3.0,2.0,7.0,4.0,47.0,3.0,27.0,0.0,1.0,1.0,6.0,1.0,10.0,1.0,12.0,0.0,9.0,2.0,0.0,3.0,1.0,6.0,9.0,5.0,31.0,0.0,20.0,6.0,10.0,29.0,23.0,4.0,3.0,200.0,89.0,11.0,6.0,5.0,3.0,4.0,8.0,0.0,5.0,0.0,2.0
2016-07-12,44.62361546258504,39.90920526530619,9.0,0.0,2.0,0.0,6.0,1.0,1.0,17.0,3.0,24.0,2.0,0.0,2.0,12.0,2.0,12.0,5.0,9.0,0.0,5.0,0.0,0.0,2.0,2.0,6.0,10.0,0.0,5.0,5.0,7.0,1.0,8.0,13.0,8.0,5.0,0.0,103.0,21.0,5.0,3.0,2.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0
2016-07-13,44.639618891156466,39.924520312925246,2.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,1.0,22.0,0.0,0.0,0.0,12.0,2.0,7.0,9.0,15.0,0.0,9.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,8.0,9.0,9.0,4.0,4.0,4.0,15.0,2.0,0.0,48.0,26.0,4.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0
2016-07-14,44.66136265306123,40.40749831292525,3.0,0.0,1.0,1.0,1.0,0.0,6.0,27.0,2.0,14.0,1.0,3.0,0.0,4.0,1.0,9.0,15.0,8.0,2.0,5.0,0.0,0.0,3.0,5.0,0.0,20.0,1.0,5.0,15.0,0.0,4.0,4.0,12.0,29.0,1.0,1.0,74.0,30.0,4.0,6.0,2.0,2.0,5.0,10.0,0.0,1.0,1.0,1.0
2016-07-15,44.79118055782313,40.602015074830014,1.0,0.0,0.0,0.0,1.0,2.0,3.0,17.0,0.0,21.0,1.0,1.0,0.0,4.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,43.0,0.0,10.0,0.0,4.0,0.0,7.0,9.0,48.0,1.0,1.0,31.0,24.0,2.0,8.0,1.0,4.0,1.0,6.0,0.0,4.0,1.0,5.0
2016-07-16,44.64707004988662,41.07613770975065,1.0,0.0,0.0,0.0,2.0,1.0,1.0,13.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,3.0,1.0,0.0,1.0,3.0,7.0,12.0,0.0,4.0,0.0,9.0,0.0,3.0,12.0,14.0,1.0,1.0,50.0,12.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0
2016-07-17,44.422484335600906,41.86792390022684,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,5.0,0.0,12.0,5.0,6.0,12.0,38.0,4.0,1.0,47.0,45.0,0.0,0.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0
2016-07-18,44.113669573696136,42.515171709750646,14.0,0.0,10.0,0.0,7.0,0.0,43.0,18.0,7.0,12.0,10.0,1.0,4.0,3.0,9.0,9.0,47.0,8.0,13.0,3.0,0.0,0.0,2.0,1.0,4.0,11.0,7.0,2.0,22.0,9.0,26.0,2.0,38.0,25.0,12.0,1.0,117.0,42.0,29.0,0.0,10.0,6.0,28.0,4.0,4.0,0.0,5.0,0.0
2016-07-19,43.874033111111096,42.793510507936595,23.0,0.0,19.0,0.0,13.0,0.0,140.0,36.0,15.0,20.0,1.0,1.0,0.0,3.0,34.0,10.0,64.0,18.0,5.0,2.0,7.0,0.0,12.0,5.0,12.0,14.0,2.0,5.0,42.0,19.0,14.0,1.0,35.0,17.0,18.0,2.0,123.0,23.0,46.0,1.0,13.0,2.0,21.0,2.0,6.0,0.0,4.0,1.0
2016-07-20,43.60387634920634,43.268139269841356,2.0,0.0,1.0,0.0,1.0,0.0,2.0,11.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,3.0,11.0,4.0,1.0,4.0,2.0,6.0,0.0,3.0,10.0,8.0,1.0,0.0,61.0,9.0,5.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
2016-07-21,43.65228766666665,43.76572976190484,2.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,0.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,12.0,3.0,9.0,1.0,3.0,16.0,7.0,2.0,0.0,60.0,13.0,4.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0
2016-07-22,43.45080528571426,44.10114488095246,18.0,0.0,15.0,0.0,19.0,2.0,90.0,71.0,8.0,30.0,1.0,21.0,1.0,11.0,25.0,12.0,57.0,39.0,8.0,13.0,14.0,0.0,22.0,2.0,2.0,22.0,5.0,5.0,34.0,19.0,9.0,1.0,51.0,30.0,24.0,0.0,182.0,10.0,36.0,8.0,11.0,9.0,38.0,11.0,9.0,2.0,18.0,7.0
2016-07-23,43.50366691269839,44.14568103174611,20.0,0.0,24.0,0.0,20.0,1.0,59.0,29.0,34.0,39.0,7.0,25.0,13.0,5.0,18.0,4.0,55.0,41.0,12.0,9.0,3.0,0.0,14.0,2.0,9.0,10.0,3.0,7.0,26.0,32.0,1.0,1.0,48.0,16.0,4.0,0.0,150.0,12.0,14.0,4.0,12.0,8.0,8.0,12.0,1.0,0.0,18.0,1.0
2016-07-24,43.55512215079363,44.15647880952388,1.0,0.0,3.0,0.0,2.0,0.0,3.0,7.0,0.0,20.0,0.0,15.0,0.0,1.0,2.0,4.0,1.0,22.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,10.0,0.0,6.0,2.0,11.0,0.0,1.0,7.0,4.0,4.0,2.0,65.0,1.0,2.0,4.0,2.0,13.0,1.0,1.0,0.0,6.0,0.0,2.0
2016-07-25,43.97375034126982,43.7055063333334,5.0,0.0,1.0,0.0,3.0,0.0,0.0,19.0,0.0,52.0,1.0,14.0,1.0,16.0,0.0,3.0,3.0,62.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,7.0,2.0,52.0,3.0,6.0,9.0,4.0,2.0,1.0,48.0,6.0,4.0,0.0,2.0,7.0,2.0,5.0,0.0,3.0,0.0,3.0
2016-07-26,44.23505748412697,43.42434367460324,1.0,0.0,1.0,0.0,2.0,0.0,2.0,20.0,0.0,44.0,1.0,25.0,0.0,16.0,4.0,4.0,5.0,103.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,9.0,5.0,91.0,2.0,1.0,3.0,34.0,0.0,1.0,36.0,6.0,1.0,2.0,0.0,5.0,2.0,11.0,0.0,0.0,0.0,0.0
2016-07-27,44.72297748412698,43.05517938888896,5.0,1.0,5.0,0.0,0.0,0.0,12.0,12.0,6.0,25.0,6.0,5.0,1.0,0.0,8.0,1.0,9.0,27.0,1.0,2.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,8.0,3.0,24.0,1.0,1.0,6.0,3.0,2.0,0.0,71.0,18.0,1.0,9.0,3.0,6.0,6.0,5.0,0.0,1.0,3.0,1.0
2016-07-28,44.79382621428571,42.541899944444516,1.0,0.0,3.0,4.0,4.0,0.0,3.0,11.0,4.0,14.0,0.0,2.0,1.0,0.0,3.0,6.0,6.0,11.0,2.0,4.0,0.0,0.0,1.0,5.0,15.0,5.0,1.0,6.0,2.0,8.0,0.0,6.0,8.0,4.0,1.0,1.0,55.0,7.0,2.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
2016-07-29,45.32000264285714,42.15195453968261,4.0,28.0,1.0,20.0,1.0,0.0,2.0,208.0,2.0,363.0,2.0,108.0,0.0,53.0,1.0,50.0,6.0,250.0,6.0,47.0,0.0,15.0,1.0,1.0,1.0,117.0,0.0,151.0,1.0,134.0,0.0,51.0,6.0,90.0,1.0,32.0,59.0,113.0,23.0,56.0,2.0,47.0,0.0,49.0,0.0,23.0,1.0,27.0
2016-07-30,45.500593714285706,41.974359420635,0.0,0.0,0.0,1.0,1.0,0.0,18.0,34.0,1.0,41.0,1.0,7.0,0.0,2.0,0.0,9.0,9.0,15.0,3.0,2.0,0.0,1.0,1.0,1.0,7.0,15.0,2.0,5.0,6.0,8.0,3.0,4.0,9.0,8.0,2.0,9.0,65.0,11.0,5.0,3.0,2.0,9.0,1.0,2.0,0.0,3.0,0.0,1.0
2016-07-31,45.80222952380952,41.732192119047696,15.0,1.0,14.0,0.0,8.0,2.0,130.0,20.0,43.0,24.0,11.0,6.0,16.0,0.0,13.0,5.0,107.0,9.0,51.0,3.0,6.0,2.0,13.0,0.0,14.0,13.0,16.0,4.0,33.0,11.0,21.0,1.0,75.0,13.0,25.0,6.0,289.0,5.0,37.0,10.0,33.0,7.0,35.0,4.0,9.0,1.0,21.0,3.0
2016-08-01,45.944634207792205,41.72353615367973,4.0,1.0,4.0,4.0,2.0,0.0,7.0,16.0,4.0,14.0,1.0,4.0,0.0,0.0,0.0,5.0,9.0,18.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,9.0,1.0,7.0,4.0,11.0,4.0,8.0,5.0,6.0,3.0,3.0,75.0,3.0,4.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0
2016-08-02,46.125335993506496,41.56124508225116,1.0,0.0,2.0,2.0,0.0,7.0,6.0,38.0,3.0,104.0,1.0,7.0,1.0,0.0,0.0,5.0,3.0,20.0,2.0,7.0,1.0,0.0,2.0,2.0,2.0,14.0,1.0,20.0,1.0,8.0,6.0,4.0,8.0,10.0,2.0,3.0,61.0,19.0,3.0,7.0,1.0,14.0,2.0,8.0,0.0,3.0,2.0,1.0
2016-08-03,45.95158656493508,41.437204796536875,8.0,3.0,7.0,1.0,5.0,13.0,17.0,83.0,7.0,109.0,1.0,21.0,0.0,3.0,4.0,38.0,11.0,51.0,5.0,22.0,0.0,3.0,3.0,5.0,4.0,32.0,1.0,30.0,9.0,11.0,3.0,5.0,28.0,35.0,0.0,3.0,74.0,15.0,19.0,5.0,6.0,24.0,8.0,23.0,1.0,18.0,4.0,13.0
2016-08-04,46.04624977922079,41.46067449891783,3.0,0.0,21.0,2.0,15.0,1.0,17.0,81.0,7.0,134.0,0.0,9.0,0.0,3.0,19.0,20.0,15.0,19.0,4.0,11.0,5.0,0.0,8.0,4.0,1.0,20.0,0.0,18.0,7.0,5.0,0.0,8.0,46.0,23.0,14.0,1.0,117.0,16.0,24.0,6.0,5.0,22.0,13.0,19.0,10.0,16.0,1.0,3.0
2016-08-05,46.02657782683984,41.44334983225116,1.0,1.0,1.0,0.0,4.0,3.0,1.0,30.0,1.0,54.0,1.0,3.0,0.0,0.0,2.0,4.0,0.0,13.0,0.0,7.0,0.0,1.0,0.0,2.0,2.0,9.0,0.0,15.0,0.0,12.0,1.0,3.0,16.0,13.0,3.0,1.0,53.0,27.0,3.0,10.0,0.0,4.0,3.0,6.0,0.0,2.0,0.0,3.0
2016-08-06,46.15215001731603,41.320859879870206,0.0,3.0,0.0,2.0,2.0,3.0,0.0,73.0,0.0,76.0,0.0,6.0,0.0,1.0,0.0,18.0,2.0,35.0,2.0,9.0,0.0,4.0,0.0,6.0,1.0,21.0,0.0,40.0,0.0,31.0,2.0,1.0,13.0,19.0,1.0,2.0,39.0,23.0,4.0,12.0,0.0,9.0,0.0,12.0,0.0,8.0,0.0,2.0
2016-08-07,46.30024182683984,41.185288332251154,78.0,0.0,5.0,0.0,7.0,0.0,29.0,34.0,6.0,34.0,15.0,0.0,0.0,1.0,3.0,5.0,48.0,8.0,33.0,2.0,0.0,2.0,4.0,3.0,0.0,6.0,10.0,7.0,5.0,4.0,9.0,3.0,85.0,2.0,12.0,2.0,349.0,8.0,11.0,4.0,11.0,16.0,38.0,2.0,0.0,7.0,24.0,2.0
2016-08-08,46.30639552380954,41.15518639285722,8.0,0.0,11.0,1.0,6.0,25.0,2.0,10.0,0.0,41.0,1.0,2.0,0.0,2.0,13.0,6.0,1.0,4.0,1.0,2.0,4.0,3.0,0.0,0.0,3.0,18.0,0.0,3.0,0.0,9.0,2.0,3.0,12.0,7.0,6.0,0.0,117.0,9.0,22.0,11.0,1.0,7.0,15.0,2.0,2.0,6.0,4.0,3.0
2016-08-09,46.203914571428584,41.20067573809531,2.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,25.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,8.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0,13.0,0.0,7.0,0.0,9.0,8.0,4.0,20.0,12.0,3.0,1.0,111.0,6.0,9.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0
2016-08-10,46.25617265079366,41.276986023809606,1.0,0.0,0.0,1.0,3.0,3.0,1.0,34.0,0.0,20.0,0.0,4.0,0.0,3.0,0.0,9.0,2.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,7.0,11.0,1.0,3.0,0.0,4.0,2.0,5.0,9.0,9.0,1.0,1.0,53.0,8.0,5.0,2.0,1.0,9.0,2.0,4.0,1.0,1.0,1.0,1.0
2016-08-11,46.06973415079366,41.166885083333405,3.0,0.0,11.0,3.0,3.0,0.0,3.0,26.0,1.0,36.0,5.0,3.0,0.0,0.0,6.0,17.0,2.0,12.0,1.0,9.0,1.0,1.0,1.0,0.0,6.0,5.0,0.0,3.0,0.0,7.0,2.0,2.0,10.0,8.0,1.0,2.0,79.0,8.0,8.0,7.0,2.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0
2016-08-12,46.06494491269842,41.01480321031754,2.0,3.0,0.0,2.0,15.0,1.0,4.0,124.0,1.0,214.0,0.0,21.0,0.0,6.0,6.0,42.0,3.0,84.0,3.0,34.0,0.0,7.0,0.0,16.0,0.0,25.0,1.0,34.0,0.0,46.0,2.0,17.0,18.0,21.0,0.0,11.0,110.0,31.0,16.0,6.0,2.0,38.0,4.0,36.0,0.0,16.0,2.0,14.0
2016-08-13,45.92336403174604,41.15534304365087,2.0,0.0,0.0,2.0,8.0,4.0,1.0,30.0,1.0,37.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,15.0,0.0,3.0,1.0,4.0,0.0,4.0,3.0,17.0,0.0,6.0,0.0,18.0,0.0,3.0,10.0,11.0,1.0,3.0,51.0,6.0,6.0,7.0,2.0,8.0,2.0,4.0,0.0,3.0,0.0,2.0
2016-08-14,45.62081336507937,41.28178401984136,1.0,1.0,1.0,0.0,7.0,1.0,1.0,13.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,15.0,1.0,5.0,0.0,1.0,2.0,2.0,4.0,0.0,5.0,5.0,0.0,10.0,1.0,9.0,2.0,17.0,8.0,19.0,2.0,1.0,41.0,34.0,7.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0
2016-08-15,45.43033936507937,41.46402404365087,14.0,0.0,8.0,1.0,10.0,0.0,30.0,22.0,5.0,29.0,4.0,0.0,0.0,0.0,0.0,4.0,26.0,13.0,17.0,7.0,23.0,1.0,5.0,6.0,10.0,9.0,9.0,6.0,9.0,4.0,1.0,4.0,33.0,10.0,8.0,0.0,151.0,12.0,26.0,1.0,12.0,11.0,22.0,7.0,0.0,1.0,15.0,1.0
