date,adjusted_approve,adjusted_disapprove,Music_LeftTroll,Music_RightTroll,Movies_LeftTroll,Movies_RightTroll,Sport_LeftTroll,Sport_RightTroll,Trump_LeftTroll,Trump_RightTroll,Hillary_LeftTroll,Hillary_RightTroll,Hacking_LeftTroll,Hacking_RightTroll,Sanders_LeftTroll,Sanders_RightTroll,Obama_LeftTroll,Obama_RightTroll,Voter_LeftTroll,Voter_RightTroll,Healthcare_LeftTroll,Healthcare_RightTroll,Gouvernment_LeftTroll,Gouvernment_RightTroll,Religion_LeftTroll,Religion_RightTroll,Conservative_LeftTroll,Conservative_RightTroll,Liberal_LeftTroll,Liberal_RightTroll,Gun_LeftTroll,Gun_RightTroll,Terrorism_LeftTroll,Terrorism_RightTroll,Fear_LeftTroll,Fear_RightTroll,BlackLivesMatter_LeftTroll,BlackLivesMatter_RightTroll,MeToo_LeftTroll,MeToo_RightTroll,FakeNews_LeftTroll,FakeNews_RightTroll,News_LeftTroll,News_RightTroll,Scandal_LeftTroll,Scandal_RightTroll,Economy_LeftTroll,Economy_RightTroll
2017-03-26,41.42553918047827,51.60374275726655,147.0,14.0,19.0,3.0,14.0,4.0,78.0,136.0,6.0,27.0,7.0,11.0,0.0,10.0,12.0,27.0,10.0,6.0,23.0,58.0,7.0,30.0,10.0,28.0,9.0,51.0,22.0,70.0,8.0,5.0,18.0,43.0,26.0,23.0,79.0,24.0,21.0,21.0,13.0,36.0,35.0,62.0,6.0,12.0,9.0,16.0
2017-03-27,41.08279395459304,51.846735492309286,147.0,15.0,32.0,17.0,18.0,9.0,60.0,150.0,2.0,34.0,11.0,13.0,2.0,6.0,6.0,38.0,6.0,30.0,23.0,55.0,14.0,48.0,18.0,46.0,8.0,52.0,24.0,61.0,3.0,8.0,23.0,34.0,29.0,51.0,67.0,32.0,34.0,35.0,13.0,58.0,34.0,99.0,13.0,14.0,16.0,17.0
2017-03-28,40.95273613146379,51.948844154440806,119.0,27.0,42.0,7.0,11.0,6.0,84.0,165.0,6.0,31.0,17.0,16.0,0.0,4.0,11.0,45.0,12.0,17.0,14.0,54.0,20.0,62.0,5.0,43.0,11.0,60.0,18.0,94.0,4.0,15.0,24.0,49.0,50.0,51.0,105.0,32.0,46.0,35.0,15.0,36.0,34.0,88.0,13.0,14.0,28.0,21.0
2017-03-29,41.08855429472909,52.08351410908933,132.0,17.0,28.0,12.0,15.0,13.0,91.0,148.0,6.0,48.0,11.0,22.0,6.0,3.0,10.0,36.0,13.0,15.0,13.0,29.0,22.0,55.0,4.0,20.0,14.0,68.0,17.0,70.0,3.0,10.0,27.0,24.0,32.0,42.0,121.0,32.0,51.0,38.0,16.0,29.0,39.0,93.0,8.0,7.0,18.0,15.0
2017-03-30,41.102166892131685,52.3285961870114,163.0,27.0,28.0,12.0,12.0,5.0,80.0,216.0,4.0,43.0,17.0,21.0,0.0,4.0,9.0,45.0,16.0,26.0,14.0,43.0,23.0,74.0,10.0,29.0,14.0,53.0,21.0,92.0,7.0,14.0,36.0,39.0,45.0,88.0,103.0,20.0,46.0,24.0,24.0,34.0,40.0,111.0,8.0,10.0,17.0,17.0
2017-03-31,41.341162904036445,52.33258094891617,137.0,19.0,42.0,18.0,16.0,6.0,81.0,161.0,6.0,48.0,14.0,40.0,3.0,6.0,4.0,50.0,11.0,25.0,8.0,34.0,26.0,65.0,6.0,29.0,12.0,64.0,15.0,99.0,11.0,11.0,27.0,39.0,40.0,77.0,91.0,24.0,45.0,40.0,18.0,53.0,29.0,129.0,11.0,23.0,15.0,19.0
2017-04-01,41.58669645505686,52.48886335707943,165.0,20.0,27.0,20.0,7.0,7.0,51.0,237.0,3.0,52.0,13.0,34.0,6.0,11.0,2.0,36.0,16.0,40.0,17.0,30.0,12.0,44.0,6.0,36.0,9.0,83.0,13.0,88.0,2.0,7.0,29.0,27.0,29.0,83.0,98.0,25.0,41.0,32.0,9.0,57.0,30.0,80.0,21.0,13.0,17.0,11.0
2017-04-02,41.76669645505685,52.44029192850801,148.0,16.0,25.0,8.0,10.0,13.0,52.0,224.0,5.0,38.0,5.0,24.0,3.0,7.0,1.0,57.0,12.0,35.0,5.0,27.0,9.0,66.0,9.0,47.0,7.0,61.0,17.0,104.0,3.0,10.0,42.0,54.0,44.0,66.0,116.0,38.0,24.0,35.0,15.0,47.0,20.0,99.0,14.0,14.0,11.0,23.0
2017-04-03,41.86740054097094,52.25418392651,119.0,16.0,35.0,24.0,21.0,9.0,75.0,247.0,7.0,44.0,11.0,31.0,5.0,10.0,10.0,96.0,18.0,27.0,16.0,24.0,22.0,47.0,10.0,50.0,15.0,77.0,23.0,99.0,5.0,9.0,23.0,58.0,39.0,100.0,85.0,37.0,39.0,30.0,9.0,52.0,31.0,147.0,15.0,19.0,10.0,26.0
2017-04-04,41.948478976345086,52.15615689703154,127.0,20.0,29.0,26.0,17.0,15.0,65.0,234.0,3.0,34.0,14.0,31.0,3.0,7.0,18.0,80.0,9.0,25.0,8.0,25.0,18.0,63.0,8.0,21.0,13.0,62.0,18.0,75.0,2.0,13.0,36.0,69.0,29.0,76.0,106.0,31.0,25.0,24.0,12.0,87.0,40.0,179.0,10.0,21.0,18.0,17.0
2017-04-05,41.94128052736549,51.97446538682747,178.0,22.0,25.0,10.0,18.0,17.0,80.0,240.0,2.0,19.0,8.0,15.0,4.0,0.0,8.0,80.0,12.0,17.0,13.0,24.0,17.0,60.0,13.0,31.0,7.0,54.0,21.0,80.0,1.0,4.0,29.0,54.0,26.0,56.0,87.0,40.0,31.0,34.0,14.0,56.0,32.0,151.0,20.0,17.0,21.0,20.0
2017-04-06,42.40229804540301,51.44323864801073,191.0,20.0,28.0,24.0,25.0,9.0,67.0,245.0,6.0,27.0,6.0,11.0,2.0,3.0,9.0,48.0,11.0,43.0,9.0,22.0,18.0,82.0,17.0,34.0,13.0,67.0,22.0,106.0,2.0,14.0,44.0,83.0,27.0,62.0,110.0,32.0,29.0,21.0,14.0,61.0,29.0,165.0,6.0,16.0,18.0,18.0
2017-04-07,42.79119200968872,50.86631786229644,148.0,15.0,20.0,20.0,10.0,13.0,115.0,295.0,10.0,38.0,10.0,9.0,2.0,1.0,17.0,44.0,16.0,27.0,16.0,15.0,40.0,58.0,9.0,21.0,9.0,43.0,17.0,46.0,6.0,5.0,73.0,110.0,49.0,91.0,73.0,26.0,28.0,20.0,19.0,48.0,49.0,142.0,19.0,16.0,15.0,10.0
2017-04-08,43.139763438260154,50.42631757658215,214.0,20.0,28.0,22.0,24.0,11.0,78.0,250.0,3.0,24.0,12.0,34.0,1.0,0.0,5.0,52.0,9.0,10.0,11.0,20.0,9.0,59.0,9.0,37.0,16.0,57.0,12.0,60.0,3.0,13.0,53.0,101.0,36.0,61.0,94.0,24.0,21.0,18.0,18.0,50.0,28.0,124.0,9.0,7.0,15.0,7.0
2017-04-09,43.41813490764791,50.18322957658215,204.0,25.0,34.0,10.0,12.0,5.0,71.0,169.0,4.0,23.0,14.0,27.0,0.0,3.0,6.0,37.0,5.0,15.0,5.0,8.0,14.0,26.0,12.0,68.0,8.0,53.0,17.0,43.0,5.0,4.0,42.0,87.0,37.0,58.0,92.0,21.0,23.0,16.0,13.0,27.0,19.0,76.0,14.0,7.0,19.0,9.0
2017-04-10,43.59659727777778,50.17836718480726,142.0,20.0,26.0,14.0,23.0,10.0,37.0,162.0,4.0,20.0,5.0,10.0,1.0,2.0,4.0,34.0,4.0,19.0,6.0,17.0,14.0,47.0,15.0,63.0,10.0,58.0,8.0,40.0,2.0,11.0,54.0,85.0,30.0,54.0,79.0,38.0,27.0,25.0,13.0,30.0,36.0,101.0,9.0,11.0,11.0,12.0
2017-04-11,43.623590905895696,50.08587405555556,200.0,21.0,34.0,19.0,14.0,11.0,51.0,148.0,0.0,18.0,8.0,18.0,1.0,3.0,2.0,40.0,11.0,14.0,8.0,15.0,8.0,55.0,13.0,53.0,5.0,59.0,8.0,64.0,4.0,11.0,42.0,72.0,34.0,70.0,95.0,20.0,39.0,20.0,19.0,60.0,27.0,97.0,7.0,13.0,17.0,24.0
2017-04-12,43.67965833446713,50.007661354256854,157.0,19.0,30.0,18.0,10.0,13.0,64.0,195.0,3.0,27.0,6.0,27.0,0.0,6.0,8.0,39.0,5.0,13.0,14.0,13.0,15.0,32.0,12.0,37.0,13.0,64.0,23.0,76.0,5.0,11.0,32.0,56.0,27.0,102.0,91.0,34.0,34.0,29.0,11.0,37.0,39.0,111.0,9.0,7.0,12.0,17.0
2017-04-13,43.593944207483,50.08702627489178,170.0,17.0,37.0,13.0,15.0,21.0,65.0,198.0,0.0,25.0,8.0,15.0,2.0,7.0,2.0,32.0,12.0,20.0,13.0,16.0,14.0,39.0,12.0,56.0,11.0,64.0,12.0,61.0,2.0,8.0,54.0,75.0,43.0,62.0,106.0,29.0,22.0,20.0,11.0,34.0,40.0,99.0,12.0,13.0,8.0,14.0
2017-04-14,43.466616255102046,50.36836551298701,184.0,22.0,34.0,11.0,12.0,5.0,71.0,198.0,2.0,20.0,14.0,20.0,2.0,2.0,5.0,40.0,13.0,19.0,11.0,12.0,17.0,30.0,9.0,48.0,8.0,54.0,14.0,57.0,5.0,9.0,36.0,83.0,48.0,69.0,73.0,24.0,22.0,21.0,16.0,40.0,40.0,101.0,13.0,16.0,11.0,16.0
2017-04-15,43.153832576530625,50.7057750487013,180.0,27.0,31.0,18.0,18.0,6.0,61.0,191.0,1.0,17.0,7.0,11.0,1.0,4.0,3.0,26.0,14.0,21.0,7.0,17.0,8.0,20.0,9.0,65.0,9.0,37.0,13.0,58.0,9.0,9.0,32.0,83.0,45.0,63.0,98.0,16.0,30.0,24.0,17.0,37.0,31.0,80.0,9.0,9.0,18.0,16.0
2017-04-16,42.90903882142858,51.07278819155844,163.0,24.0,26.0,12.0,24.0,12.0,77.0,176.0,5.0,12.0,7.0,9.0,0.0,8.0,1.0,11.0,9.0,21.0,4.0,11.0,10.0,26.0,14.0,45.0,11.0,46.0,9.0,40.0,5.0,12.0,30.0,64.0,34.0,57.0,100.0,49.0,29.0,24.0,15.0,44.0,27.0,88.0,10.0,8.0,15.0,12.0
2017-04-17,42.86522895300753,51.076014137673724,157.0,22.0,29.0,13.0,11.0,7.0,55.0,149.0,6.0,13.0,17.0,11.0,3.0,8.0,5.0,43.0,6.0,27.0,12.0,23.0,8.0,30.0,4.0,35.0,13.0,63.0,15.0,63.0,6.0,17.0,50.0,68.0,34.0,63.0,112.0,46.0,34.0,15.0,9.0,45.0,25.0,96.0,10.0,9.0,19.0,12.0
2017-04-18,42.8933371616243,51.09095604243563,202.0,14.0,29.0,8.0,21.0,11.0,62.0,164.0,5.0,33.0,8.0,17.0,6.0,7.0,12.0,32.0,11.0,32.0,2.0,22.0,16.0,36.0,10.0,38.0,10.0,56.0,10.0,73.0,3.0,18.0,28.0,66.0,31.0,62.0,52.0,45.0,36.0,21.0,15.0,41.0,27.0,87.0,18.0,7.0,16.0,16.0
2017-04-19,42.893371129878275,51.06938633103592,277.0,8.0,33.0,21.0,10.0,11.0,54.0,167.0,11.0,21.0,7.0,24.0,2.0,2.0,2.0,27.0,15.0,37.0,7.0,13.0,17.0,34.0,8.0,34.0,17.0,81.0,21.0,101.0,3.0,11.0,34.0,61.0,18.0,48.0,122.0,43.0,38.0,18.0,11.0,54.0,54.0,133.0,15.0,10.0,10.0,21.0
2017-04-20,42.75271150505865,51.20365853882813,196.0,17.0,43.0,14.0,17.0,16.0,66.0,163.0,8.0,20.0,9.0,12.0,12.0,4.0,11.0,20.0,7.0,23.0,9.0,18.0,16.0,30.0,6.0,63.0,12.0,85.0,17.0,77.0,3.0,11.0,25.0,99.0,36.0,40.0,107.0,72.0,24.0,20.0,14.0,53.0,43.0,128.0,14.0,9.0,12.0,16.0
2017-04-21,42.59289660029675,51.27517672930433,144.0,22.0,33.0,14.0,9.0,11.0,49.0,168.0,9.0,27.0,14.0,18.0,25.0,7.0,12.0,24.0,12.0,13.0,4.0,21.0,14.0,37.0,12.0,52.0,15.0,67.0,20.0,69.0,0.0,13.0,23.0,100.0,18.0,36.0,90.0,60.0,31.0,20.0,19.0,37.0,34.0,102.0,13.0,8.0,11.0,19.0
2017-04-22,42.51978223805185,51.47884588746759,206.0,16.0,29.0,14.0,12.0,11.0,62.0,151.0,9.0,37.0,11.0,22.0,8.0,9.0,11.0,33.0,10.0,28.0,6.0,16.0,9.0,38.0,13.0,55.0,10.0,58.0,17.0,50.0,0.0,14.0,21.0,58.0,27.0,23.0,76.0,40.0,22.0,27.0,19.0,19.0,20.0,74.0,14.0,13.0,20.0,14.0
2017-04-23,42.44772680948042,51.44791691127712,210.0,7.0,38.0,13.0,15.0,19.0,54.0,138.0,15.0,41.0,8.0,19.0,9.0,5.0,3.0,27.0,13.0,49.0,8.0,14.0,7.0,20.0,2.0,55.0,4.0,57.0,21.0,68.0,6.0,6.0,22.0,47.0,16.0,45.0,91.0,32.0,23.0,39.0,13.0,20.0,24.0,70.0,10.0,7.0,13.0,11.0
2017-04-24,42.1106710032983,51.87679576674913,178.0,26.0,31.0,13.0,11.0,7.0,61.0,151.0,1.0,31.0,8.0,33.0,1.0,8.0,14.0,48.0,9.0,33.0,8.0,16.0,15.0,38.0,6.0,57.0,9.0,41.0,12.0,87.0,3.0,7.0,21.0,43.0,25.0,35.0,90.0,35.0,20.0,48.0,15.0,41.0,23.0,91.0,10.0,10.0,14.0,18.0
2017-04-25,42.129038350237074,51.91353066470832,179.0,16.0,43.0,15.0,19.0,10.0,68.0,178.0,6.0,34.0,11.0,22.0,1.0,8.0,6.0,56.0,8.0,39.0,15.0,26.0,19.0,61.0,6.0,61.0,9.0,86.0,15.0,84.0,5.0,13.0,25.0,55.0,28.0,48.0,89.0,31.0,36.0,36.0,16.0,43.0,23.0,87.0,21.0,18.0,10.0,25.0
2017-04-26,42.14748213708515,52.03582132230469,182.0,17.0,37.0,16.0,18.0,11.0,64.0,190.0,3.0,21.0,6.0,14.0,2.0,3.0,24.0,43.0,5.0,28.0,15.0,37.0,17.0,50.0,7.0,32.0,10.0,68.0,23.0,71.0,8.0,16.0,25.0,35.0,27.0,50.0,89.0,29.0,29.0,31.0,11.0,37.0,36.0,100.0,19.0,20.0,19.0,20.0
2017-04-27,42.22147493650795,51.955517685941054,185.0,9.0,40.0,15.0,13.0,13.0,66.0,169.0,4.0,27.0,7.0,17.0,4.0,5.0,13.0,38.0,6.0,34.0,21.0,27.0,14.0,53.0,11.0,35.0,17.0,53.0,19.0,85.0,5.0,16.0,30.0,44.0,29.0,45.0,125.0,45.0,19.0,22.0,22.0,30.0,47.0,88.0,16.0,10.0,16.0,29.0
2017-04-28,42.24328115079366,51.956305328798194,184.0,13.0,38.0,17.0,16.0,6.0,68.0,216.0,2.0,28.0,9.0,23.0,4.0,10.0,11.0,59.0,16.0,37.0,16.0,32.0,12.0,52.0,5.0,54.0,9.0,70.0,28.0,76.0,7.0,13.0,20.0,47.0,32.0,58.0,90.0,34.0,27.0,25.0,22.0,41.0,36.0,101.0,15.0,9.0,16.0,23.0
2017-04-29,42.45746712018142,51.67049313492065,214.0,27.0,39.0,16.0,21.0,14.0,72.0,199.0,3.0,22.0,11.0,25.0,1.0,10.0,13.0,37.0,7.0,24.0,11.0,12.0,7.0,30.0,7.0,40.0,19.0,71.0,13.0,78.0,4.0,3.0,22.0,43.0,32.0,59.0,96.0,49.0,17.0,27.0,15.0,36.0,34.0,95.0,12.0,19.0,13.0,21.0
2017-04-30,42.69676548752835,51.47522549886622,193.0,13.0,27.0,25.0,20.0,9.0,62.0,288.0,5.0,12.0,9.0,13.0,7.0,7.0,4.0,28.0,16.0,29.0,13.0,16.0,8.0,25.0,4.0,52.0,9.0,50.0,10.0,85.0,6.0,10.0,41.0,45.0,26.0,46.0,88.0,33.0,24.0,24.0,15.0,81.0,22.0,106.0,11.0,19.0,8.0,13.0
2017-05-01,43.34881335600908,50.7698474489796,137.0,20.0,31.0,14.0,15.0,7.0,80.0,174.0,2.0,16.0,9.0,13.0,1.0,2.0,7.0,31.0,7.0,28.0,16.0,23.0,8.0,35.0,6.0,29.0,13.0,72.0,22.0,92.0,5.0,6.0,37.0,44.0,19.0,40.0,116.0,57.0,22.0,23.0,17.0,37.0,30.0,94.0,13.0,14.0,14.0,14.0
2017-05-02,43.24065009070296,50.82494969387756,175.0,13.0,34.0,18.0,16.0,12.0,60.0,182.0,9.0,37.0,7.0,36.0,2.0,7.0,13.0,32.0,14.0,30.0,20.0,43.0,14.0,46.0,8.0,31.0,7.0,53.0,23.0,102.0,12.0,8.0,42.0,45.0,23.0,45.0,118.0,50.0,18.0,14.0,18.0,41.0,32.0,108.0,13.0,14.0,11.0,29.0
2017-05-03,43.118201315192756,50.83311295918368,201.0,12.0,38.0,17.0,22.0,17.0,54.0,144.0,17.0,94.0,9.0,40.0,6.0,2.0,6.0,31.0,11.0,28.0,16.0,43.0,14.0,43.0,4.0,29.0,7.0,49.0,20.0,86.0,5.0,9.0,47.0,54.0,31.0,52.0,135.0,43.0,23.0,21.0,20.0,38.0,36.0,101.0,10.0,16.0,14.0,18.0
2017-05-04,42.79138280148424,51.115421790352514,174.0,13.0,32.0,8.0,12.0,8.0,56.0,146.0,5.0,40.0,7.0,26.0,3.0,2.0,9.0,24.0,51.0,59.0,93.0,110.0,21.0,66.0,5.0,38.0,14.0,36.0,51.0,82.0,11.0,12.0,28.0,36.0,16.0,36.0,94.0,38.0,27.0,32.0,14.0,21.0,37.0,88.0,10.0,4.0,17.0,13.0
2017-05-05,42.81068262291281,51.1440548260668,51.0,18.0,5.0,17.0,4.0,5.0,27.0,99.0,2.0,34.0,0.0,22.0,4.0,3.0,3.0,28.0,10.0,32.0,32.0,83.0,10.0,33.0,8.0,27.0,3.0,32.0,20.0,59.0,2.0,6.0,16.0,21.0,6.0,27.0,44.0,27.0,12.0,10.0,5.0,25.0,11.0,62.0,4.0,9.0,5.0,13.0
2017-05-06,42.517825301484244,51.397626611781085,6.0,2.0,0.0,3.0,1.0,1.0,1.0,34.0,0.0,19.0,0.0,10.0,0.0,3.0,0.0,8.0,3.0,12.0,2.0,12.0,0.0,7.0,1.0,13.0,1.0,22.0,2.0,19.0,2.0,3.0,3.0,8.0,1.0,7.0,32.0,8.0,1.0,5.0,1.0,6.0,2.0,20.0,0.0,1.0,1.0,0.0
2017-05-07,42.356600607606694,51.499667428107614,11.0,7.0,1.0,5.0,2.0,1.0,2.0,39.0,0.0,15.0,0.0,7.0,0.0,5.0,2.0,6.0,0.0,16.0,0.0,14.0,0.0,6.0,0.0,17.0,0.0,18.0,2.0,22.0,1.0,6.0,4.0,11.0,1.0,8.0,35.0,10.0,5.0,2.0,0.0,9.0,2.0,29.0,0.0,2.0,1.0,4.0
2017-05-08,42.05251897495363,51.75885110157701,3.0,3.0,2.0,8.0,0.0,2.0,0.0,49.0,0.0,6.0,0.0,8.0,0.0,2.0,0.0,16.0,1.0,10.0,0.0,16.0,0.0,23.0,0.0,14.0,0.0,26.0,1.0,27.0,0.0,4.0,3.0,15.0,2.0,13.0,17.0,18.0,1.0,10.0,1.0,9.0,0.0,31.0,1.0,0.0,0.0,2.0
2017-05-09,41.99885795454547,51.789539673005585,1.0,3.0,0.0,5.0,3.0,7.0,0.0,64.0,0.0,21.0,0.0,6.0,0.0,1.0,0.0,13.0,0.0,9.0,0.0,15.0,0.0,24.0,0.0,12.0,0.0,13.0,0.0,33.0,0.0,8.0,0.0,15.0,3.0,18.0,16.0,7.0,1.0,8.0,1.0,4.0,1.0,33.0,0.0,2.0,1.0,8.0
2017-05-10,41.829470199443435,52.079335387291295,7.0,1.0,2.0,4.0,2.0,6.0,7.0,72.0,1.0,29.0,0.0,5.0,1.0,2.0,1.0,10.0,0.0,2.0,0.0,11.0,1.0,21.0,1.0,8.0,0.0,20.0,0.0,42.0,1.0,6.0,2.0,7.0,5.0,35.0,32.0,8.0,2.0,7.0,1.0,13.0,3.0,26.0,0.0,2.0,1.0,1.0
2017-05-11,41.53193331632655,52.42085814342406,4.0,3.0,2.0,4.0,4.0,1.0,5.0,52.0,0.0,17.0,0.0,8.0,4.0,0.0,1.0,13.0,0.0,20.0,0.0,7.0,0.0,20.0,2.0,8.0,1.0,26.0,0.0,28.0,1.0,4.0,6.0,7.0,0.0,19.0,25.0,8.0,3.0,13.0,2.0,18.0,0.0,30.0,0.0,4.0,1.0,6.0
2017-05-12,41.02729599489798,52.88529106009072,0.0,0.0,2.0,10.0,1.0,3.0,3.0,52.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,7.0,1.0,9.0,0.0,12.0,0.0,16.0,0.0,27.0,0.0,30.0,0.0,3.0,3.0,17.0,1.0,10.0,21.0,19.0,1.0,7.0,0.0,12.0,1.0,29.0,2.0,2.0,1.0,4.0
2017-05-13,40.65336042671616,53.24372248866216,2.0,1.0,0.0,6.0,0.0,1.0,6.0,23.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,1.0,10.0,0.0,16.0,0.0,0.0,1.0,4.0,2.0,10.0,14.0,8.0,7.0,4.0,1.0,6.0,0.0,18.0,0.0,0.0,0.0,5.0
2017-05-14,40.10438083487942,53.84780412131522,1.0,1.0,2.0,4.0,2.0,3.0,4.0,38.0,0.0,7.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,9.0,0.0,18.0,1.0,23.0,1.0,30.0,0.0,3.0,3.0,4.0,0.0,12.0,19.0,10.0,8.0,4.0,0.0,8.0,0.0,29.0,0.0,2.0,0.0,3.0
2017-05-15,39.350065233972394,54.6416175453515,2.0,1.0,1.0,9.0,3.0,8.0,3.0,61.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,12.0,0.0,11.0,2.0,5.0,0.0,17.0,1.0,32.0,0.0,5.0,5.0,10.0,2.0,25.0,15.0,21.0,6.0,16.0,0.0,12.0,2.0,27.0,0.0,7.0,0.0,2.0
2017-05-16,38.833559130076296,55.1474101427541,0.0,2.0,2.0,8.0,1.0,6.0,10.0,78.0,0.0,12.0,1.0,31.0,0.0,2.0,5.0,10.0,0.0,5.0,0.0,4.0,2.0,14.0,1.0,9.0,1.0,28.0,0.0,30.0,0.0,8.0,4.0,9.0,3.0,45.0,39.0,17.0,30.0,12.0,0.0,35.0,1.0,57.0,0.0,4.0,0.0,3.0
2017-05-17,38.58529087261946,55.351504962220346,2.0,1.0,1.0,11.0,1.0,10.0,10.0,98.0,0.0,5.0,0.0,6.0,0.0,1.0,2.0,5.0,0.0,2.0,0.0,1.0,0.0,29.0,0.0,4.0,0.0,14.0,0.0,28.0,0.0,2.0,2.0,5.0,0.0,26.0,17.0,6.0,3.0,5.0,1.0,14.0,0.0,33.0,0.0,5.0,0.0,6.0
2017-05-18,38.61271009339868,55.35179259569798,3.0,3.0,1.0,6.0,1.0,7.0,3.0,79.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,5.0,2.0,15.0,0.0,5.0,0.0,17.0,1.0,30.0,0.0,0.0,2.0,11.0,0.0,23.0,15.0,14.0,3.0,8.0,0.0,17.0,0.0,35.0,0.0,1.0,0.0,4.0
2017-05-19,38.53699027197011,55.35343110760274,1.0,2.0,0.0,6.0,0.0,6.0,1.0,66.0,0.0,17.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,4.0,0.0,3.0,1.0,11.0,0.0,3.0,1.0,10.0,0.0,21.0,0.0,2.0,5.0,9.0,3.0,16.0,25.0,8.0,2.0,8.0,0.0,8.0,1.0,30.0,0.0,3.0,2.0,2.0
2017-05-20,38.50914030443764,55.298570929031314,0.0,0.0,1.0,4.0,2.0,2.0,3.0,64.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,5.0,0.0,9.0,0.0,4.0,0.0,10.0,0.0,22.0,0.0,3.0,2.0,5.0,3.0,3.0,9.0,5.0,1.0,9.0,0.0,12.0,3.0,23.0,0.0,2.0,0.0,2.0
2017-05-21,38.69325542915419,55.028058933566456,3.0,1.0,0.0,6.0,3.0,3.0,4.0,74.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,8.0,0.0,4.0,0.0,3.0,1.0,5.0,1.0,18.0,0.0,8.0,0.0,23.0,0.0,0.0,0.0,15.0,0.0,6.0,11.0,6.0,2.0,13.0,1.0,17.0,0.0,23.0,0.0,0.0,0.0,6.0
2017-05-22,38.928176222804986,54.809010997058515,5.0,7.0,1.0,9.0,1.0,6.0,2.0,94.0,0.0,9.0,0.0,10.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,5.0,1.0,11.0,0.0,10.0,1.0,11.0,0.0,18.0,0.0,3.0,5.0,48.0,0.0,12.0,9.0,26.0,0.0,3.0,0.0,33.0,0.0,48.0,1.0,4.0,0.0,3.0
2017-05-23,39.306506612415376,54.55620288945183,1.0,6.0,1.0,7.0,0.0,3.0,0.0,69.0,0.0,7.0,0.0,12.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,13.0,1.0,18.0,0.0,29.0,0.0,6.0,0.0,25.0,0.0,7.0,2.0,126.0,2.0,12.0,6.0,10.0,0.0,8.0,0.0,9.0,2.0,33.0,0.0,1.0,0.0,4.0
2017-05-24,39.53232568619874,54.39904704957742,0.0,2.0,0.0,4.0,1.0,2.0,0.0,58.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,19.0,0.0,13.0,0.0,18.0,1.0,10.0,1.0,22.0,1.0,8.0,5.0,49.0,0.0,11.0,8.0,18.0,4.0,6.0,1.0,14.0,1.0,27.0,0.0,4.0,0.0,5.0
2017-05-25,39.77053186224491,54.25270560657599,0.0,3.0,0.0,6.0,2.0,1.0,10.0,66.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,11.0,1.0,0.0,4.0,7.0,2.0,12.0,0.0,10.0,2.0,11.0,2.0,20.0,0.0,3.0,2.0,28.0,2.0,11.0,17.0,10.0,2.0,6.0,0.0,8.0,3.0,32.0,0.0,4.0,0.0,3.0
2017-05-26,40.050889183673476,54.090205606575985,3.0,2.0,3.0,9.0,2.0,2.0,3.0,52.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,10.0,1.0,5.0,0.0,6.0,1.0,9.0,1.0,16.0,2.0,17.0,0.0,24.0,0.0,4.0,1.0,30.0,4.0,8.0,18.0,9.0,2.0,5.0,0.0,12.0,0.0,23.0,0.0,2.0,0.0,4.0
2017-05-27,40.28124632653062,53.93306274943313,1.0,1.0,2.0,1.0,3.0,3.0,3.0,36.0,0.0,18.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,4.0,0.0,1.0,0.0,5.0,2.0,14.0,0.0,13.0,0.0,11.0,1.0,3.0,3.0,24.0,1.0,6.0,21.0,4.0,3.0,8.0,0.0,14.0,1.0,30.0,0.0,4.0,1.0,7.0
2017-05-28,40.36176505668935,54.01307830498869,1.0,1.0,1.0,2.0,0.0,3.0,1.0,36.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,6.0,0.0,9.0,0.0,6.0,0.0,12.0,0.0,2.0,3.0,24.0,0.0,14.0,7.0,5.0,4.0,3.0,1.0,12.0,0.0,29.0,0.0,4.0,1.0,2.0
2017-05-29,40.499527414965996,53.94851669501137,0.0,2.0,0.0,4.0,1.0,4.0,3.0,66.0,0.0,10.0,0.0,4.0,0.0,2.0,0.0,10.0,0.0,10.0,0.0,8.0,0.0,5.0,0.0,11.0,1.0,22.0,0.0,25.0,0.0,5.0,0.0,20.0,0.0,12.0,7.0,14.0,2.0,10.0,0.0,18.0,0.0,24.0,1.0,3.0,0.0,5.0
